segment,loan_id,borrower,exposure_inr_lakh,bureau_score,score_migration_3m,dpd_current,dpd_trend_6m,emi_bounce_6m,util_ratio,util_spike_3m,cashflow_coverage,salary_regularity,balance_volatility,new_enquiries_3m,leverage_buildup,ltv_drift,gst_filing_gap_m,interest_coverage,news_adverse_severity,legal_event_flag,call_sentiment_drift,hardship_mentions_6m,audit_qualified_flag,web_footprint_decline,default_12m,true_pd,vintage
Mid Corporate,LN100131,Borrower-00131,91.8,709.0,10.0,0,0.15,0,0.396,-0.028,1.66,0.99,0.068,0,-0.156,0.0,1,2.15,0.0,0,-0.252,2,0,0.08,0,0.0004,train
Retail Secured,LN100132,Borrower-00132,11.6,790.0,-3.0,0,-1.1,0,0.393,-0.05,2.33,0.616,0.37,2,-0.217,-0.013,0,,0.0,0,0.348,0,0,0.0,0,0.0,train
Retail Secured,LN100133,Borrower-00133,9.1,683.0,3.0,0,-0.95,1,0.847,-0.177,1.47,0.88,0.238,0,0.444,0.086,0,,0.0,0,0.033,0,0,0.0,0,0.0001,train
Retail Secured,LN100134,Borrower-00134,31.7,839.0,22.0,0,0.53,0,0.564,0.011,1.06,0.875,0.99,1,-0.26,-0.034,0,,0.0,1,-0.095,0,0,0.0,0,0.0386,train
Retail Unsecured,LN100135,Borrower-00135,11.5,680.0,-8.0,5,0.51,0,0.381,-0.007,1.43,0.743,0.209,0,-0.311,0.0,0,,0.0,0,-0.058,0,0,0.0,0,0.0,train
Microfinance,LN100136,Borrower-00136,24.8,728.0,15.0,0,-0.29,0,0.225,-0.124,1.59,0.863,0.106,1,0.006,0.0,0,,0.0,0,-0.045,0,0,0.0,0,0.0,train
Retail Secured,LN100137,Borrower-00137,72.6,746.0,26.0,0,1.32,0,0.587,-0.082,1.73,0.95,0.261,1,0.437,-0.007,0,,0.0,0,-0.194,0,0,0.0,0,0.0002,train
SME,LN100138,Borrower-00138,27.9,699.0,25.0,0,1.49,0,0.751,-0.097,1.74,0.541,0.754,1,-0.513,0.0,0,3.99,0.0,0,-0.359,0,0,0.079,0,0.0004,train
Retail Unsecured,LN100139,Borrower-00139,28.0,791.0,-3.0,5,1.48,0,0.638,-0.154,1.75,0.716,0.273,0,-0.29,0.0,0,,0.0,0,0.155,0,0,0.0,0,0.0,train
Retail Secured,LN100140,Borrower-00140,30.7,745.0,-18.0,0,1.49,0,0.549,0.183,1.28,0.742,0.228,0,0.036,-0.026,0,,0.0,0,-0.034,0,0,0.0,0,0.0037,train
Retail Secured,LN100141,Borrower-00141,3.8,704.0,-13.0,0,-0.02,1,0.029,0.072,0.81,0.83,0.587,0,-0.067,-0.037,0,,0.0,0,0.009,0,0,0.0,0,0.0004,train
Mid Corporate,LN100142,Borrower-00142,37.8,790.0,-29.0,35,-1.33,1,0.549,0.185,0.55,0.988,0.326,2,-0.185,0.0,0,5.1,0.0,1,0.113,1,0,0.283,1,0.9999,train
Retail Secured,LN100143,Borrower-00143,29.3,659.0,12.0,15,-0.32,0,0.346,0.108,2.0,0.946,0.627,0,0.18,0.069,0,,0.0,0,0.471,0,0,0.0,0,0.0,train
Retail Secured,LN100144,Borrower-00144,65.5,684.0,13.0,5,-0.11,0,0.418,0.134,0.31,0.769,0.506,0,-0.005,0.053,0,,0.0,0,0.258,1,0,0.0,0,0.0034,train
Retail Unsecured,LN100145,Borrower-00145,47.8,746.0,2.0,0,-0.63,0,0.529,-0.21,1.76,0.901,0.059,0,0.012,0.0,0,,0.0,0,-0.069,0,0,0.0,0,0.0,train
Retail Unsecured,LN100146,Borrower-00146,19.6,759.0,-25.0,0,-0.38,1,0.55,-0.081,1.86,0.981,0.304,0,-0.043,0.0,0,,0.304,0,0.156,0,0,0.0,0,0.0004,train
Retail Secured,LN100147,Borrower-00147,76.4,733.0,-7.0,15,-1.16,0,0.194,0.139,1.93,0.891,0.344,1,-0.176,-0.064,0,,0.0,0,0.218,0,0,0.0,0,0.0,train
Retail Secured,LN100148,Borrower-00148,17.8,708.0,25.0,15,0.71,0,0.421,0.102,1.85,0.936,0.553,0,0.384,-0.142,0,,0.0,0,-0.091,0,0,0.0,0,0.0,train
Retail Unsecured,LN100149,Borrower-00149,32.2,701.0,11.0,0,1.63,0,0.304,0.105,1.56,0.647,0.411,2,0.141,0.0,0,,0.0,0,-0.023,0,0,0.0,0,0.0028,train
Mid Corporate,LN100150,Borrower-00150,17.4,777.0,14.0,0,2.38,0,0.5,-0.114,0.88,0.711,0.635,2,-0.152,0.0,0,1.77,0.0,0,-0.213,0,0,0.0,0,0.0214,train
Mid Corporate,LN100151,Borrower-00151,40.8,728.0,60.0,35,0.25,0,0.609,0.071,1.24,0.761,0.301,0,-0.26,0.0,0,2.67,0.0,0,-0.01,0,0,0.106,0,0.0,train
Retail Unsecured,LN100152,Borrower-00152,16.2,667.0,6.0,15,-0.17,0,0.409,-0.151,2.35,0.948,0.061,0,-0.58,0.0,0,,0.483,0,-0.288,1,0,0.0,0,0.0001,train
Retail Secured,LN100153,Borrower-00153,150.3,664.0,-39.0,5,-0.04,0,0.695,-0.017,1.87,0.655,0.29,0,-0.109,0.029,0,,0.0,0,-0.017,0,0,0.0,0,0.0002,train
Retail Unsecured,LN100154,Borrower-00154,225.7,798.0,-20.0,35,1.36,0,0.252,0.061,0.99,0.801,0.083,0,0.177,0.0,0,,0.0,0,0.482,0,0,0.0,0,0.005,train
SME,LN100155,Borrower-00155,64.2,675.0,6.0,0,1.34,0,0.649,-0.122,1.09,0.832,0.046,1,-0.009,0.0,2,0.2,0.0,0,0.528,0,0,0.0,0,0.0001,train
Retail Unsecured,LN100156,Borrower-00156,133.7,730.0,0.0,0,-0.24,1,0.714,0.012,2.71,0.773,0.196,0,0.041,0.0,0,,0.0,0,-0.46,1,0,0.0,0,0.001,train
SME,LN100157,Borrower-00157,4.5,789.0,-3.0,0,1.2,0,0.733,-0.034,0.95,0.885,0.114,1,-0.094,0.0,1,5.24,0.0,0,-0.685,0,0,0.0,0,0.0356,train
SME,LN100158,Borrower-00158,5.1,745.0,-3.0,35,0.16,0,0.405,-0.032,1.6,0.645,0.551,1,-0.171,0.0,0,0.75,0.0,0,0.185,0,0,0.157,0,0.0017,train
SME,LN100159,Borrower-00159,17.2,673.0,-14.0,5,-0.74,1,0.42,-0.048,1.71,0.727,0.2,1,0.295,0.0,1,2.4,0.0,0,-0.305,0,0,0.194,0,0.0231,train
Retail Unsecured,LN100160,Borrower-00160,25.7,659.0,7.0,15,-0.15,1,0.484,-0.124,2.14,0.896,0.044,1,-0.055,0.0,0,,0.0,0,0.209,0,0,0.0,0,0.0,train
Mid Corporate,LN100161,Borrower-00161,19.7,818.0,25.0,0,1.7,0,0.267,-0.104,2.13,0.976,0.138,1,0.182,0.0,1,6.28,0.0,0,0.02,0,0,0.0,0,0.0,train
Retail Unsecured,LN100162,Borrower-00162,4.0,658.0,31.0,0,0.72,1,0.306,0.033,1.93,0.879,0.071,1,-0.41,0.0,0,,0.0,0,-0.33,0,0,0.0,0,0.0,train
Retail Unsecured,LN100163,Borrower-00163,87.1,685.0,31.0,15,-0.51,1,0.343,-0.155,1.66,0.655,0.309,2,0.346,0.0,0,,0.0,0,-0.302,0,0,0.0,0,0.0004,train
Retail Secured,LN100164,Borrower-00164,262.3,735.0,-17.0,15,0.94,1,0.438,-0.065,1.89,0.886,0.169,1,0.025,0.009,0,,0.0,0,0.656,1,0,0.0,0,0.0021,train
Retail Secured,LN100165,Borrower-00165,100.4,703.0,-0.0,15,0.71,0,0.258,0.034,3.3,0.825,0.151,0,-0.133,0.015,0,,0.0,0,-0.183,0,0,0.0,0,0.0,train
Mid Corporate,LN100166,Borrower-00166,81.0,747.0,-6.0,0,-0.31,0,0.664,0.003,3.53,0.842,0.102,3,-0.208,0.0,0,4.27,0.0,0,-0.008,1,0,0.0,0,0.0,train
SME,LN100167,Borrower-00167,31.5,634.0,11.0,5,-0.75,0,0.393,-0.091,1.94,0.806,0.327,2,-0.304,0.0,0,2.98,0.0,0,-0.034,0,0,0.071,0,0.0,train
Retail Unsecured,LN100168,Borrower-00168,9.7,703.0,-1.0,0,-1.11,0,0.297,0.057,1.38,0.762,0.462,1,-0.048,0.0,0,,0.0,0,0.039,0,0,0.0,0,0.0,train
Microfinance,LN100169,Borrower-00169,26.6,752.0,-4.0,0,-1.64,0,0.644,0.064,1.61,0.874,0.219,1,-0.223,0.0,0,,0.0,0,0.546,0,0,0.086,0,0.0,train
Retail Unsecured,LN100170,Borrower-00170,248.7,752.0,26.0,0,-0.65,0,0.689,0.092,2.08,0.926,0.252,1,0.394,0.0,0,,0.0,0,-0.174,0,0,0.0,0,0.0,train
Retail Secured,LN100171,Borrower-00171,16.7,684.0,2.0,0,-0.18,0,0.0,-0.019,1.07,0.706,0.099,1,-0.115,-0.048,0,,0.0,0,0.397,0,0,0.0,0,0.0,train
Retail Unsecured,LN100172,Borrower-00172,14.9,659.0,2.0,0,1.26,0,0.57,0.144,2.0,0.969,0.431,1,0.452,0.0,0,,0.0,0,0.474,0,0,0.0,0,0.0003,train
Mid Corporate,LN100173,Borrower-00173,82.9,727.0,7.0,0,0.82,0,0.193,-0.051,1.7,0.704,0.375,1,0.126,0.0,0,3.38,0.0,0,0.067,0,0,0.0,0,0.0,train
Retail Unsecured,LN100174,Borrower-00174,89.2,643.0,12.0,0,0.2,0,0.31,-0.159,0.75,0.801,0.233,2,-0.024,0.0,0,,0.0,0,-0.067,0,0,0.0,0,0.0001,train
Retail Unsecured,LN100175,Borrower-00175,9.7,786.0,12.0,0,-1.87,0,0.18,-0.137,1.82,0.913,0.247,0,-0.455,0.0,0,,0.0,0,-0.299,0,0,0.0,0,0.0,train
Retail Secured,LN100176,Borrower-00176,18.4,724.0,28.0,0,0.3,0,0.709,0.013,1.31,0.868,0.337,0,0.052,-0.027,0,,0.671,0,1.0,0,0,0.0,0,0.0,train
Microfinance,LN100177,Borrower-00177,14.1,677.0,-23.0,5,-1.65,0,0.263,-0.135,2.2,0.912,0.059,0,-0.36,0.0,0,,0.0,0,0.16,0,0,0.0,0,0.0,train
Mid Corporate,LN100178,Borrower-00178,26.5,657.0,6.0,0,0.87,0,0.7,0.111,1.5,0.696,0.286,0,-0.18,0.0,1,0.78,0.0,0,0.178,0,1,0.178,0,0.124,train
SME,LN100179,Borrower-00179,82.6,680.0,-2.0,0,0.9,0,0.589,0.109,0.8,0.77,0.382,1,0.151,0.0,1,4.02,0.0,0,0.012,0,0,0.038,0,0.0825,train
Mid Corporate,LN100180,Borrower-00180,10.1,629.0,-5.0,5,0.05,1,0.122,0.178,1.34,0.993,0.035,1,-0.2,0.0,1,2.65,0.0,0,0.058,0,0,0.0,0,0.0002,train
Mid Corporate,LN100181,Borrower-00181,81.3,742.0,14.0,0,0.82,0,0.581,0.061,1.7,0.945,0.494,1,-0.251,0.0,0,4.57,0.0,0,-0.367,0,0,0.33,0,0.0002,train
Retail Secured,LN100182,Borrower-00182,27.4,671.0,23.0,0,1.01,0,0.195,-0.196,0.49,0.704,0.292,1,-0.342,-0.2,0,,0.0,0,-0.15,1,0,0.0,0,0.0,train
Retail Unsecured,LN100183,Borrower-00183,317.0,737.0,-11.0,0,0.11,1,0.666,-0.011,1.95,0.928,0.29,1,0.062,0.0,0,,0.0,0,-0.15,0,0,0.0,0,0.0012,train
SME,LN100184,Borrower-00184,34.8,745.0,30.0,0,-0.14,0,0.573,-0.016,1.16,0.601,0.136,0,0.113,0.0,1,0.24,0.0,0,-0.137,0,0,0.0,0,0.0,train
SME,LN100185,Borrower-00185,22.1,768.0,-26.0,0,-1.33,0,0.16,0.053,2.02,0.98,0.16,0,0.095,0.0,1,6.22,0.0,0,0.166,0,1,0.0,0,0.0001,train
Retail Secured,LN100186,Borrower-00186,46.2,729.0,11.0,5,-0.36,1,0.183,-0.012,2.62,0.917,0.155,0,-0.145,-0.053,0,,0.0,0,-0.093,0,0,0.0,0,0.0,train
Retail Unsecured,LN100187,Borrower-00187,16.9,777.0,-16.0,35,-1.0,0,0.572,0.123,2.25,0.46,0.165,1,-0.164,0.0,0,,0.0,0,0.19,0,0,0.0,0,0.0,train
SME,LN100188,Borrower-00188,3.4,791.0,-12.0,0,-1.01,0,0.139,-0.033,1.52,0.945,0.385,0,0.029,0.0,1,4.21,0.0,0,0.279,0,0,0.0,0,0.0,train
Retail Unsecured,LN100189,Borrower-00189,18.8,729.0,1.0,0,-0.73,0,0.354,0.02,2.15,0.694,0.529,1,0.311,0.0,0,,0.0,0,-0.16,0,0,0.0,0,0.0,train
Mid Corporate,LN100190,Borrower-00190,18.5,733.0,-7.0,0,-1.96,1,0.323,0.022,1.9,0.939,0.141,1,0.04,0.0,0,4.77,0.0,0,-0.279,0,0,0.0,0,0.0,train
Retail Unsecured,LN100191,Borrower-00191,4.3,684.0,-52.0,0,0.98,0,0.601,0.01,1.64,0.847,0.228,1,-0.156,0.0,0,,0.0,0,0.247,1,0,0.0,0,0.0354,train
Retail Unsecured,LN100192,Borrower-00192,22.6,661.0,11.0,15,0.22,1,0.073,0.002,3.32,0.688,0.05,1,-0.024,0.0,0,,0.0,0,0.139,0,0,0.0,0,0.0,train
Mid Corporate,LN100193,Borrower-00193,2.5,786.0,14.0,0,1.16,0,0.116,-0.042,2.13,0.665,0.841,0,0.101,0.0,1,3.53,0.0,0,-0.294,0,0,0.007,0,0.0001,train
Retail Unsecured,LN100194,Borrower-00194,16.7,748.0,-3.0,0,0.8,0,0.352,0.006,1.31,0.772,0.239,1,-0.213,0.0,0,,0.718,0,-0.273,0,0,0.0,0,0.2377,train
Retail Unsecured,LN100195,Borrower-00195,32.1,753.0,-4.0,0,0.5,2,0.589,-0.071,1.74,0.902,0.059,3,0.296,0.0,0,,0.0,0,0.165,0,0,0.0,0,0.0415,train
Retail Secured,LN100196,Borrower-00196,27.3,683.0,-7.0,35,0.79,1,0.418,-0.08,1.91,0.967,0.315,0,-0.06,-0.021,0,,0.0,0,0.051,0,0,0.0,0,0.0008,train
Mid Corporate,LN100197,Borrower-00197,15.6,804.0,-31.0,5,0.15,0,0.611,-0.096,1.86,0.86,0.288,1,0.234,0.0,1,5.52,0.0,1,0.141,0,0,0.0,1,0.4622,train
Retail Unsecured,LN100198,Borrower-00198,22.3,702.0,-33.0,0,1.31,0,0.846,-0.011,1.61,0.904,0.225,1,-0.19,0.0,0,,0.0,0,0.394,0,0,0.0,0,0.0008,train
Retail Unsecured,LN100199,Borrower-00199,10.4,671.0,14.0,15,-0.51,0,0.442,-0.077,1.8,0.73,0.683,0,0.146,0.0,0,,0.0,0,-0.07,0,0,0.0,0,0.0,train
SME,LN100200,Borrower-00200,24.8,683.0,19.0,35,-0.02,0,0.332,-0.195,1.5,0.83,0.077,0,0.091,0.0,0,2.77,0.0,0,0.085,0,0,0.12,0,0.0,train
Microfinance,LN100201,Borrower-00201,26.2,801.0,11.0,5,-0.28,0,0.777,0.173,1.78,0.793,0.104,2,-0.111,0.0,0,,0.0,0,0.466,0,0,0.066,0,0.0,train
Retail Secured,LN100202,Borrower-00202,9.1,654.0,7.0,0,2.02,0,0.637,-0.053,2.66,0.95,0.263,0,0.268,0.009,0,,0.0,0,0.193,1,0,0.0,0,0.0001,train
Retail Unsecured,LN100203,Borrower-00203,32.9,674.0,14.0,35,-0.63,0,0.038,-0.075,1.84,0.936,0.362,1,-0.098,0.0,0,,0.0,0,-0.09,0,0,0.0,0,0.0,train
Retail Unsecured,LN100204,Borrower-00204,32.7,874.0,13.0,0,1.29,1,0.539,-0.08,1.7,0.923,0.155,1,-0.221,0.0,0,,0.0,0,-0.1,0,0,0.0,0,0.0001,train
Retail Unsecured,LN100205,Borrower-00205,20.4,767.0,-14.0,0,-1.36,0,0.529,-0.082,2.35,0.87,0.253,1,0.056,0.0,0,,0.0,0,-0.148,0,0,0.0,0,0.0,train
Retail Unsecured,LN100206,Borrower-00206,351.8,675.0,4.0,15,0.1,1,0.511,-0.079,2.12,0.72,0.349,0,-0.113,0.0,0,,0.0,0,-0.528,0,0,0.0,0,0.0007,train
SME,LN100207,Borrower-00207,21.0,656.0,-5.0,0,-0.18,0,0.189,-0.068,1.47,0.861,0.032,1,0.163,0.0,0,2.25,0.0,0,0.121,0,0,0.256,0,0.0,train
Retail Unsecured,LN100208,Borrower-00208,18.0,623.0,-5.0,0,-1.02,0,0.564,0.097,0.97,0.876,0.113,0,0.188,0.0,0,,0.0,0,-0.175,0,0,0.0,0,0.0001,train
Retail Secured,LN100209,Borrower-00209,15.4,720.0,21.0,0,-0.66,0,0.625,-0.037,0.78,0.899,0.03,1,0.06,0.122,0,,0.282,0,0.123,0,0,0.0,0,0.0,train
SME,LN100210,Borrower-00210,8.4,755.0,28.0,0,0.5,0,0.36,0.127,2.05,0.651,0.362,0,-0.19,0.0,0,2.18,0.0,0,0.024,1,0,0.0,0,0.0,train
Retail Secured,LN100211,Borrower-00211,52.2,799.0,-42.0,5,-0.34,0,0.17,0.122,3.15,0.847,0.194,1,-0.029,-0.146,0,,0.0,0,-0.238,0,0,0.0,0,0.0,train
Retail Unsecured,LN100212,Borrower-00212,11.5,611.0,-5.0,0,-0.97,0,0.263,-0.246,1.53,0.882,0.103,0,0.226,0.0,0,,0.0,0,0.307,1,0,0.0,0,0.0,train
SME,LN100213,Borrower-00213,13.1,642.0,-6.0,0,0.9,1,0.144,0.06,0.18,0.789,0.262,0,-0.291,0.0,0,2.88,0.0,0,0.504,1,0,0.0,0,0.0186,train
SME,LN100214,Borrower-00214,13.6,708.0,21.0,0,-0.02,0,0.603,-0.117,2.3,0.763,0.288,0,0.2,0.0,2,4.46,0.0,0,-0.283,0,0,0.085,0,0.0,train
SME,LN100215,Borrower-00215,8.3,868.0,-26.0,0,0.33,0,0.137,0.137,1.8,0.732,0.061,0,0.205,0.0,0,4.37,0.0,0,-0.188,0,0,0.1,0,0.0001,train
Retail Unsecured,LN100216,Borrower-00216,3.6,764.0,-54.0,35,1.09,0,0.518,-0.059,1.5,0.841,0.336,0,0.013,0.0,0,,0.0,0,0.173,0,0,0.0,0,0.042,train
Retail Unsecured,LN100217,Borrower-00217,14.7,736.0,15.0,0,1.55,0,0.407,-0.057,0.93,0.961,0.181,0,0.55,0.0,0,,0.0,0,-0.078,0,0,0.0,0,0.0023,train
Mid Corporate,LN100218,Borrower-00218,64.1,648.0,17.0,0,-2.29,0,0.321,-0.005,2.35,0.966,0.727,0,-0.236,0.0,2,2.22,0.0,0,-0.011,0,0,0.01,0,0.0,train
Retail Secured,LN100219,Borrower-00219,30.5,598.0,-32.0,35,-0.11,0,0.492,0.072,1.66,0.722,0.187,0,-0.122,0.045,0,,0.587,0,0.08,0,0,0.0,0,0.2565,train
Retail Unsecured,LN100220,Borrower-00220,136.5,717.0,-2.0,0,-1.68,0,0.157,-0.159,2.18,0.85,0.332,0,-0.293,0.0,0,,0.0,0,0.039,0,0,0.0,0,0.0,train
Retail Secured,LN100221,Borrower-00221,56.0,710.0,28.0,0,2.73,0,0.041,0.025,1.63,0.826,0.595,4,-0.115,-0.059,0,,0.0,0,0.153,0,0,0.0,0,0.0003,train
SME,LN100222,Borrower-00222,43.7,700.0,-19.0,35,0.15,1,0.344,0.147,2.66,0.875,0.375,2,-0.036,0.0,1,2.58,0.0,0,0.396,0,0,0.0,0,0.0036,train
Microfinance,LN100223,Borrower-00223,194.6,694.0,2.0,0,0.97,0,0.408,0.025,1.73,0.977,0.166,0,0.139,0.0,0,,0.62,0,0.188,0,0,0.18,0,0.0214,train
Retail Unsecured,LN100224,Borrower-00224,22.0,674.0,9.0,0,-0.63,1,0.488,0.009,1.23,0.857,0.351,0,-0.192,0.0,0,,0.0,0,-0.071,0,0,0.0,0,0.0,train
Mid Corporate,LN100225,Borrower-00225,26.3,661.0,-26.0,0,-0.36,0,0.264,-0.112,1.92,0.778,0.184,3,-0.173,0.0,2,4.49,0.0,0,0.199,0,0,0.103,0,0.0001,train
Retail Unsecured,LN100226,Borrower-00226,24.2,791.0,-10.0,0,1.1,1,0.3,0.018,1.67,0.556,0.352,0,0.393,0.0,0,,0.0,0,0.54,0,0,0.0,0,0.0015,train
Retail Secured,LN100227,Borrower-00227,134.0,666.0,-30.0,0,0.52,0,0.023,0.074,0.98,0.9,0.147,0,-0.079,-0.045,0,,0.736,0,-0.225,0,0,0.0,1,0.1745,train
SME,LN100228,Borrower-00228,24.6,700.0,-3.0,0,1.68,0,0.369,0.019,1.13,0.84,0.729,1,-0.07,0.0,0,4.0,0.814,0,0.005,0,0,0.0,1,0.955,train
Retail Unsecured,LN100229,Borrower-00229,12.0,713.0,-14.0,5,-0.83,1,0.21,0.023,1.66,0.581,0.624,1,0.139,0.0,0,,0.0,0,0.476,0,0,0.0,0,0.0001,train
Retail Unsecured,LN100230,Borrower-00230,46.8,754.0,4.0,15,-0.22,1,0.876,0.081,2.38,0.822,0.067,0,-0.037,0.0,0,,0.0,0,0.454,0,0,0.0,0,0.0,train
Retail Secured,LN100231,Borrower-00231,10.0,668.0,11.0,5,0.51,0,0.38,0.022,1.32,0.621,0.811,1,-0.06,-0.164,0,,0.0,0,-0.24,1,0,0.0,0,0.0024,train
Microfinance,LN100232,Borrower-00232,44.1,769.0,25.0,0,0.67,0,0.786,-0.079,2.2,0.573,0.318,2,0.243,0.0,0,,0.0,0,-0.604,0,0,0.489,0,0.0192,train
Retail Secured,LN100233,Borrower-00233,38.7,683.0,42.0,15,0.42,0,0.268,0.039,1.52,0.974,0.303,2,-0.182,0.065,0,,0.0,0,0.165,1,0,0.0,0,0.0,train
Mid Corporate,LN100234,Borrower-00234,19.9,706.0,4.0,5,-1.32,0,0.479,-0.101,2.42,0.522,0.405,0,-0.184,0.0,1,3.57,0.0,0,0.189,0,1,0.0,0,0.0,train
SME,LN100235,Borrower-00235,45.7,805.0,-6.0,15,-0.94,0,0.199,0.027,2.71,0.908,0.285,2,-0.325,0.0,1,3.06,0.0,0,-0.104,0,0,0.0,0,0.0,train
Retail Secured,LN100236,Borrower-00236,4.8,662.0,-7.0,35,0.34,0,0.15,-0.087,1.74,0.745,0.548,0,-0.184,-0.023,0,,0.0,0,-0.111,0,0,0.0,0,0.0001,train
SME,LN100237,Borrower-00237,29.3,755.0,-17.0,0,-1.54,1,0.313,0.299,1.29,0.773,0.191,3,-0.104,0.0,0,3.08,0.0,0,-0.367,0,0,0.267,0,0.0068,train
Retail Unsecured,LN100238,Borrower-00238,14.7,770.0,8.0,35,-0.89,0,0.62,0.168,1.28,0.911,0.103,0,0.144,0.0,0,,0.0,0,-0.212,0,0,0.0,0,0.0003,train
Retail Unsecured,LN100239,Borrower-00239,571.6,732.0,-9.0,35,0.04,0,0.279,0.109,2.21,0.817,0.476,0,-0.111,0.0,0,,0.0,0,0.377,0,0,0.0,0,0.0,train
Mid Corporate,LN100240,Borrower-00240,29.1,709.0,9.0,5,-0.78,0,0.335,0.043,1.11,0.787,0.26,2,-0.281,0.0,0,1.05,0.0,0,-0.283,0,0,0.412,0,0.0,train
SME,LN100241,Borrower-00241,12.7,832.0,-17.0,5,0.23,0,0.331,0.001,0.68,0.791,0.371,1,0.169,0.0,1,3.91,0.0,0,-0.221,0,0,0.507,1,0.3896,train
Retail Unsecured,LN100242,Borrower-00242,5.4,714.0,-8.0,0,-0.09,1,0.529,-0.193,2.3,0.874,0.399,3,-0.073,0.0,0,,0.0,0,-0.07,0,0,0.0,0,0.0001,train
Retail Secured,LN100243,Borrower-00243,103.1,726.0,8.0,35,-0.79,0,0.438,0.05,1.15,0.916,0.126,1,-0.199,0.047,0,,0.0,0,0.245,0,0,0.0,0,0.0,train
SME,LN100244,Borrower-00244,16.7,696.0,-2.0,0,-0.76,0,0.336,-0.116,0.88,0.844,0.249,0,-0.485,0.0,1,2.97,0.0,0,0.01,1,0,0.085,0,0.0,train
Mid Corporate,LN100245,Borrower-00245,10.3,723.0,-35.0,0,1.28,0,0.775,-0.06,1.19,0.474,0.086,0,-0.057,0.0,1,4.96,0.322,0,0.171,0,0,0.0,1,0.4407,train
SME,LN100246,Borrower-00246,35.5,768.0,-0.0,0,0.38,0,0.042,-0.136,1.51,0.987,0.309,0,0.145,0.0,0,3.33,0.0,0,0.255,0,0,0.052,0,0.0,train
Retail Secured,LN100247,Borrower-00247,50.1,700.0,-14.0,0,0.25,0,0.901,-0.262,0.94,0.724,0.106,0,-0.256,0.093,0,,0.188,0,0.262,0,0,0.0,0,0.0001,train
Retail Secured,LN100248,Borrower-00248,49.3,599.0,21.0,35,0.05,0,0.574,-0.104,1.0,0.729,0.484,0,0.166,-0.047,0,,0.0,0,-0.194,0,0,0.0,0,0.0007,train
Retail Secured,LN100249,Borrower-00249,25.1,743.0,17.0,5,-0.91,0,0.774,0.01,1.76,0.495,0.123,0,0.139,0.068,0,,0.0,0,0.106,0,0,0.0,0,0.0,train
SME,LN100250,Borrower-00250,29.2,656.0,-41.0,0,-0.56,1,0.4,-0.316,1.33,0.794,0.665,0,-0.11,0.0,0,0.2,0.0,0,-0.08,1,0,0.0,0,0.0094,train
Mid Corporate,LN100251,Borrower-00251,31.7,756.0,14.0,35,-2.4,0,0.785,0.003,1.87,0.823,0.184,1,0.24,0.0,0,5.33,0.0,0,-0.254,1,0,0.053,0,0.0001,train
Retail Secured,LN100252,Borrower-00252,35.5,715.0,7.0,0,-0.64,2,0.845,0.226,1.96,0.885,0.224,0,0.039,-0.068,0,,0.0,0,-0.588,1,0,0.0,0,0.0795,train
Retail Unsecured,LN100253,Borrower-00253,39.1,767.0,-27.0,35,-0.62,0,0.394,-0.057,1.29,0.462,0.321,0,-0.101,0.0,0,,0.0,0,0.308,0,0,0.0,0,0.0002,train
Retail Unsecured,LN100254,Borrower-00254,81.8,663.0,16.0,0,0.55,0,0.558,0.099,1.53,0.894,0.165,1,0.065,0.0,0,,0.0,0,-0.484,1,0,0.0,0,0.0018,train
SME,LN100255,Borrower-00255,26.1,686.0,-23.0,0,-0.6,0,0.57,-0.095,2.07,0.969,0.47,0,-0.38,0.0,1,2.55,0.0,0,0.281,0,0,0.102,0,0.0,train
SME,LN100256,Borrower-00256,10.0,696.0,21.0,0,0.79,0,0.285,0.33,2.28,0.86,0.17,1,0.045,0.0,0,1.02,0.0,0,0.129,0,0,0.62,0,0.0001,train
Retail Unsecured,LN100257,Borrower-00257,20.9,633.0,-12.0,0,-0.26,1,0.612,0.04,0.29,0.573,0.447,0,-0.098,0.0,0,,0.0,0,-0.336,0,0,0.0,0,0.0985,train
Retail Unsecured,LN100258,Borrower-00258,56.2,776.0,-27.0,15,0.15,0,0.393,-0.011,0.81,0.868,0.46,0,-0.213,0.0,0,,0.0,0,0.212,0,0,0.0,0,0.0003,train
Retail Secured,LN100259,Borrower-00259,3.4,626.0,38.0,35,-0.03,0,0.73,-0.111,1.73,0.744,0.368,0,-0.144,-0.009,0,,0.0,0,-0.522,0,0,0.0,0,0.0,train
Retail Unsecured,LN100260,Borrower-00260,3.5,775.0,-28.0,0,0.7,0,0.484,-0.027,1.63,0.973,0.733,3,-0.134,0.0,0,,0.0,0,-0.168,0,0,0.0,0,0.0082,train
Mid Corporate,LN100261,Borrower-00261,67.4,738.0,-15.0,0,1.21,0,0.262,-0.023,1.46,0.593,0.071,1,0.427,0.0,0,2.16,0.0,0,-0.521,0,0,0.023,0,0.0482,train
Retail Unsecured,LN100262,Borrower-00262,130.6,704.0,-11.0,0,-0.99,1,0.487,-0.038,1.41,0.714,0.366,1,0.267,0.0,0,,0.469,0,-0.835,0,0,0.0,1,0.3769,train
Retail Unsecured,LN100263,Borrower-00263,6.1,734.0,-8.0,0,1.76,0,0.783,-0.175,1.18,0.713,0.628,0,0.083,0.0,0,,0.0,0,-0.027,1,0,0.0,0,0.2139,train
